redump_name,serial_1,serial_2,serial_3,serial_4,serial_5
Chuumon Shiyouze! Oretachi no Sekai (Japan),ULJM 05381,,,,
"CID the Dummy (Europe) (En,Fr,De,Es,It)",ULES-01024,,,,
CID the Dummy (USA),ULUS-10356,,,,
Clank & Ratchet - Maru Hi Mission - Ignition! (Japan) (Beta) (2008-06-24),UCJP-00154,,,,
Clank & Ratchet - Maruhi Mission Ignition! (Japan),UCJS 10084, UCJS 18034,,,
Clannad - Hikari Mimamoru Sakamichi de - Joukan (Japan),ULJM 05669,,,,
Class of Heroes (USA),ULUS-10396,,,,
Class of Heroes 2 (USA),ULUS-10653,,,,
Classic Dungeon - Fuyoku no Masoujin (Japan),ULJS 00270,,,,
Classic Dungeon X2 (Japan),ULJS 00364,,,,
Clock Zero - Shuuen no Ichibyou Portable (Japan),ULJM 05944, ULJM 05945,,,
"Cloudy with a Chance of Meatballs (Europe) (En,Fr,De,Es,It)",ULES-01318,,,,
"Cloudy with a Chance of Meatballs (Europe, Australia)",ULES-01319,,,,
Cloudy with a Chance of Meatballs (USA),ULUS-10444,,,,
Code Geass - Hangyaku no Lelouch - Lost Colors (Japan) (v2.00),ULJS 00135, ULJS 19035,,,
"Code Lyoko - Quest for Infinity (Europe) (En,Fr,Es,It)",ULES-01095,,,,
"Code Lyoko - Quest for Infinity (USA) (En,It)",ULUS-10351,,,,
Code_18 (Japan),ULJM 05936,,,,
Coded Arms - Contagion (Asia),ULAS-42099,,,,
"Coded Arms - Contagion (Europe) (En,Fr,De,Es,It)",ULES-00718,,,,
Coded Arms - Contagion (USA),ULUS-10184,,,,
"Coded Arms (Asia) (En,Ja)",ULAS 42009,,,,
"Coded Arms (Europe) (En,Fr,De,Es,It)",ULES-00124,,,,
"Coded Arms (Japan) (En,Ja)",ULJM 05024,,,,
Coded Arms (USA),ULUS 10019,,,,
"Coded Gun (Korea) (En,Ja)",ULKS 46016,,,,
"Coded Soul - Gyeseungdoeneun Idea (Korea) (Ja,Ko)",UCKS 45071,,,,
Coded Soul - Uketsugareshi Idea (Japan),UCJS 10061,,,,
"Colin McRae - Dirt 2 (Europe) (En,Fr,De,Es,It)",ULES-01301,,,,
"Colin McRae Rally 2005 Plus (Europe) (En,Fr,De,Es,It)",ULES-00111,,,,
"Colin McRae Rally 2005 Plus (Europe) (En,Fr,De,Es,It) (Beta) (2005-07-21)",ULET-00122,,,,
Comic Party Portable (Japan) (Shokai Genteiban),ULJS 00027,,,,
"Con, The (Australia)",ULES-00516,,,,
"Con, The (Europe)",ULES-00509,,,,
"Con, The (Germany)",ULES-00511,,,,
"Con, The (Italy)",ULES-00512,,,,
"Con, The (Spain)",ULES-00513,,,,
"Con, The (USA)",UCUS 98621,,,,
Conception - Ore no Kodomo o Unde Kure! (Japan),ULJS 00447,,,,
Conception - Ore no Kodomo o Unde Kure! (Japan) (PSP the Best),ULJS 19080,,,,
Confidential Money - 300-Nichi de 3000-Man Dollar Kasegu Houhou (Japan),ULJM 06142, ULJM 06143,,,
Corpse Party - Blood Covered - Repeated Fear (Japan),ULJM 05704,,,,
"Cover Girl (Europe) (En,Fr,De,Es,It)",ULES-01302,,,,
"Crash - Generation Mutant (Europe) (Fr,Nl)",ULES-01173,,,,
Crash - Mind over Mutant (Europe),ULES-01170,,,,
"Crash - Mind over Mutant (Europe) (De,Ru)",ULES-01171,,,,
"Crash - Mind over Mutant (Europe) (Es,It)",ULES-01172/E,,,,
Crash - Mind over Mutant (USA) (Beta) (2008-09-07),ULUS-10377,,,,
"Crash - Mind over Mutant (USA) (En,Fr)",ULUS-10377,,,,
Crash Bandicoot - Gacchanko World (Japan),ULJM 05036,,,,
Crash of the Titans (Europe),ULES-00918, ULES-00918/E,,,
"Crash of the Titans (Europe) (De,Ru)",ULES-00917,,,,
"Crash of the Titans (Europe) (De,Ru) (Beta) (2007-08-25)",ULES-00917/1.00,,,,
"Crash of the Titans (Europe) (Es,It)",ULES-00915, ULES-00915/E,,,
"Crash of the Titans (Europe) (Fr,Nl)",ULES-00916,,,,
Crash of the Titans (USA),ULUS-10304,,,,
Crash Tag Team Racing (Europe),ULES-00168, ULES-00168#2, ULES-00168/E, ULES-00168/P,
Crash Tag Team Racing (France),ULES-00169,,,,
Crash Tag Team Racing (Germany),ULES-00170,,,,
Crash Tag Team Racing (Italy),ULES-00172/E,,,,
Crash Tag Team Racing (Netherlands),ULES-00173,,,,
Crash Tag Team Racing (Spain),ULES-00171,,,,
Crash Tag Team Racing (USA),ULUS-10044,,,,
"Crazy Taxi - Fare Wars (Europe) (En,Fr,De,Es,It)",ULES-00811,,,,
Crazy Taxi - Fare Wars (USA) (v1.01),ULUS-10273,,,,
Crazy Taxi - Fare Wars (USA) (v2.01),ULUS-10273,,,,
Criminal Girls (Japan),ULJS 00323,,,,
Crimson Gem Saga (USA),ULUS-10400,,,,
Crimson Room Reverse (Japan),ULJM 05408,,,,
Crisis Core - Final Fantasy VII (Europe),ULES-01044,,,,
Crisis Core - Final Fantasy VII (France),ULES-01045,,,,
Crisis Core - Final Fantasy VII (Germany),ULES-01046, ULES-01046/P,,,
Crisis Core - Final Fantasy VII (Italy),ULES-01047, ULES-01047/P,,,
"Crisis Core - Final Fantasy VII (Japan, Asia)",UCAS-40167, UCAS-40272, ULJM 05275, ULJM 05517,
Crisis Core - Final Fantasy VII (Spain),ULES-01048,,,,
Crisis Core - Final Fantasy VII (USA),ULUS-10336, ULUS-10336GH,,,
"Crush (Europe) (En,Fr,De,Es,It)",ULES-00765,,,,
"Crush (USA) (En,Fr,Es)",ULUS-10238,,,,
CS Kensa Disc (J1) (Japan),UMDT 99872,,,,
"Cube (Europe) (En,Fr,De,Es,It)",ULES-00722,,,,
Cube (USA),ULUS-10223,,,,
Custom Drive (Japan),ULJS 00503,,,,
D.C. Girl's Symphony Pocket (Japan),ULJM 05690,,,,
D.C.I&II P.S.P. - Da Capo I & II - Plus Situation Portable (Japan) (Disc 1),ULJM 05718,,,,
D.C.I&II P.S.P. - Da Capo I & II - Plus Situation Portable (Japan) (Disc 2),ULJM 05719,,,,
Dai-2-Ji Super Robot Taisen Z Hakai-hen (Japan),ULJS 00379, ULJS-00352,,,
Dai-2-Ji Super Robot Taisen Z Saisei-hen (Japan),ULJS-00460,,,,
Daikoukai Jidai IV - Rota Nova (Japan),ULJM 05248, ULJM 06157,,,
Daisenryaku Portable (Japan),ULJM 06041,,,,
Daisenryaku Portable 2 (Japan),ULJM 05205,,,,
Daito Giken Koushiki Pachi-Slot Simulator - Ossu! Banchou Portable (Japan),ULJS 00052,,,,
"Daito Giken Koushiki Pachi-Slot Simulator - Ossu! Misao, Maguro Densetsu Portable (Japan)",ULJS 00309,,,,
Daito Giken Koushiki Pachi-Slot Simulator - Yoshimune Portable (Japan),ULJS 00060,,,,
Danball Senki (Japan),ULJS 00361,,,,
Danball Senki Boost (Japan),ULJM 05990,,,,
Danball Senki W (Japan),ULJM 06096,,,,
Danganronpa - Kibou no Gakuen to Zetsubou no Koukousei (Japan),ULJS 00337,,,,
Danganronpa - Kibou no Gakuen to Zetsubou no Koukousei (Japan) (PSP the Best),ULJS 00438, ULJS 19060,,,
Dante's Inferno (Europe),ULES-01384,,,,
Dante's Inferno (France),ULES-01385,,,,
Dante's Inferno (Germany),ULES-01387,,,,
Dante's Inferno (Italy),ULES-01386,,,,
Dante's Inferno (Korea),ULKS 46248,,,,
Dante's Inferno (Spain),ULES-01388,,,,
Dante's Inferno (USA),ULUS-10469,,,,
"Dariusburst (Japan) (En,Ja)",ULJM 05558,,,,
Darkstalkers Chronicle - The Chaos Tower (Europe),ULES-00016,,,,
Darkstalkers Chronicle - The Chaos Tower (USA),ULUS-10005,,,,
"Dave Mirra BMX Challenge (Europe) (En,Fr,De,Es,It)",ULES-00773,,,,
Dave Mirra BMX Challenge (USA),ULUS-10204,,,,
"Daxter (Europe) (En,Fr,De,Es,It)",UCES-00044, UCES-00044/P,,,
Daxter (Korea),UCKS 45025,,,,
Daxter (USA) (Demo),UCUS 98654,,,,
"Daxter (USA) (En,Fr,De,Es,It)",UCUS 98618, UCUS 98764,,,
"Daxter (USA) (En,Fr,De,Es,It) (Beta) (2006-02-02)",UCUS-98618,,,,
Dead End - Orchestral Manoeuvres in the Dead End (Japan),ULJM 05907,,,,
Dead Head Fred - Kubinashi Tantei no Akumu (Japan),ULJS 00136,,,,
Dead Head Fred (Europe),ULES-00902,,,,
"Dead Head Fred (Europe) (En,Fr,De,Es,It)",ULES-00903,,,,
Dead Head Fred (USA),ULUS-10288,,,,
Dead Head Fred (USA) (Demo),ULUS 90002,,,,
"Dead or Alive - Paradise (Europe) (En,Fr,De) (ULES-01416)",ULES-01416,,,,
"Dead or Alive - Paradise (Europe) (En,Fr,De) (ULES-01431)",ULES-01431,,,,
"Dead or Alive - Paradise (Japan) (En,Ja,Fr,De)",TCM 30002, ULJM 05640,,,
"Dead or Alive - Paradise (USA) (En,Ja,Fr,De)",ULUS-10521,,,,
"Dead to Rights - Reckoning (Europe) (En,Fr,De,Es,It)",ULES-00195,,,,
Dead to Rights - Reckoning (USA),ULUS-10023,,,,
Deardrops Distortion (Japan),ULJM 05819,,,,
Death Connection Portable (Japan),ULJM 05823,,,,
"Death Jr. (Europe) (En,Fr,De,Es,It)",ULES-00144,,,,
Death Jr. (USA),ULUS-10027,,,,
"Death Jr. II - Root of Evil (Europe) (En,Fr,De,Es,It)",ULES-00582,,,,
Death Jr. II - Root of Evil (USA),ULUS-10157,,,,
Def Jam - Fight for NY - The Takeover (Europe),ULES-00390,,,,
Def Jam - Fight for NY - The Takeover (USA),ULUS-10100,,,,
Demo Disc for PSP Vol. 1 (Australia),UCJB-98304,,,,
Demo Disc for PSP Vol. 1 (Europe) (UCJB-98302),UCJB-98302,,,,
Demo Disc for PSP Vol. 1 (Europe) (UCJB-98303),UCJB-98303,,,,
Demo Disc for PSP Vol. 1 (Europe) (UCJB-98306),UCJB-98306,,,,
Demo Disc for PSP Vol. 1 (Japan),UCJB 98001,,,,
Demo Disc for PSP Vol. 2 (Japan),UCJB 98002,,,,
Dengeki no Pilot - Tenkuu no Kizuna (Japan),ULJS 00248,,,,
Densetsu no Yuusha no Densetsu - Legendary Saga (Japan),ULJM 05588,,,,
Densha de Go! Pocket - Chuuousen-hen (Japan),ULJM 05084,,,,
Densha de Go! Pocket - Osaka Kanjousen-hen (Japan),ULJM 05211,,,,
Densha de Go! Pocket - Tokaidosen-hen (Japan),ULJM 05152,,,,
Densha de Go! Pocket - Yamanotesen-hen (Japan),ULJM 05039,,,,
Derby Time (Japan) (v1.06),UCJS 10006,,,,
Derby Time (Japan) (v2.00),UCJS 18004,,,,
Derby Time 2006 (Japan),UCJS 10027,,,,
Desi Adda - Games of India (India),UCES-01279,,,,
"Despicable Me - The Game (USA) (En,Fr,Es)",ULUS-10534,,,,
"Despicable Me (Europe) (En,Fr,De,Es,It,Sv,No,Da,Fi)",ULES-01447,,,,
Dia no Kuni no Alice - Wonderful Mirror World (Japan),ULJM 06295,,,,
"Diabolik - The Original Sin (Europe) (En,Fr,De,Es,It)",ULES-01248,,,,
Diabolik Lovers - Haunted Dark Bridal (Japan),ULJM 06162, ULJM 06163,,,
"Diabolik Lovers - More, Blood (Japan)",ULJM 06310, ULJM 06311,,,
Dies Irae - Amantes Amentes (Japan) (Disc 1),ULJM 06107,,,,
Dies Irae - Amantes Amentes (Japan) (Disc 2),ULJM 06108,,,,
Digimon Adventure (Japan),ULJS 00541,,,,
Digimon World Re-Digitize (Japan),ULJS 00496,,,,
Diner Dash - Sizzle & Serve (USA),ULUS-10264,,,,
"Diner Dash (Europe) (En,Fr,De,Es,It)",ULES-00755,,,,
Dirt 2 (USA),ULUS-10471,,,,
Disgaea - Afternoon of Darkness (Asia),UCAS 40223,,,,
Disgaea - Afternoon of Darkness (Europe),ULES-00999,,,,
Disgaea - Afternoon of Darkness (USA),ULUS-10308,,,,
Disgaea 2 - Dark Hero Days (Europe),ULES-01392,,,,
Disgaea 2 - Dark Hero Days (USA),ULUS-10461,,,,
Disgaea Infinite (Japan),ULJS 00286,,,,
Disgaea Infinite (USA),ULUS-10522,,,,
Disgaea Infinite (USA) (Beta) (2010-02-09),ULUS-10522,,,,
"Disgaea Portable (Korea) (Zh,Ko)",UCKS 45157,,,,
Disney - Pixar Ratatouille (Russia),ULES-00748#,,,,
Disney - Pixar Rottatouille (Norway),ULES-00745,,,,
"Disney G-Force (Europe) (De,It)",ULES-01239,,,,
"Disney G-Force (Europe) (En,Fr,Es)",ULES-01238,,,,
Disney G-Force (Russia),ULES-01240,,,,
Disney G-Force (USA),ULUS-10439,,,,
"Disney Phineas and Ferb - Across the 2nd Dimension (Europe) (En,Fr,De,Es,It,Nl,Pt,Pl,Ru,El)",UCES-01564, UCES-01564/E,,,
"Disney Pirates of the Caribbean - At World's End (Europe) (En,Fr,De,Es,It,Nl)",ULES-00727, ULES-00727/E,,,
Disney Pirates of the Caribbean - At World's End (Russia),ULES-00728,,,,
Disney Pirates of the Caribbean - At World's End (USA),ULUS 10252,,,,
"Disney TRON - Evolution (Europe) (En,Fr,De,Es,It,Nl)",ULES-01494,,,,
Disney TRON - Evolution (Russia),ULES-01495,,,,
"Disney TRON - Evolution (USA) (En,Fr,Es)",ULUS-10548,,,,
"Disney-Pixar Cars - Race-O-Rama (Europe) (En,Fr,De,Es,It)",ULES-01333,,,,
Disney-Pixar Cars - Race-O-Rama (USA),ULUS-10428,,,,
Disney-Pixar Cars (Denmark),ULES-00328,,,,
Disney-Pixar Cars (Europe),ULES-00319, ULES-00319#, ULES-00319/P,,
Disney-Pixar Cars (Finland),ULES-00329,,,,
Disney-Pixar Cars (France),ULES-00321,,,,
Disney-Pixar Cars (Germany),ULES-00323,,,,
Disney-Pixar Cars (Italy),ULES-00325,,,,
Disney-Pixar Cars (Netherlands),ULES-00322,,,,
Disney-Pixar Cars (Norway),ULES-00326,,,,
Disney-Pixar Cars (Portugal),ULES-00320#,,,,
Disney-Pixar Cars (Spain),ULES-00324#,,,,
Disney-Pixar Cars (Sweden),ULES-00327,,,,
Disney-Pixar Cars (USA),ULUS-10073,,,,
"Disney-Pixar Cars 2 (Europe) (En,Fr,De,Es,It,Nl,Pt,Pl,Ru)",UCES-01534, UCES-01534/9271918, UCES-01534/POR,,
Disney-Pixar Cars 2 (USA),UCUS-98766,,,,
Disney-Pixar Istoriya igrushek - Bol'shoj pobeg (Russia),ULES-01404,,,,
Disney-Pixar Oben (Germany),ULES-01254,,,,
Disney-Pixar Ratatouille (Denmark),ULES-00742,,,,
Disney-Pixar Ratatouille (Europe),ULES-00741#,,,,
Disney-Pixar Ratatouille (France),ULES-00734,,,,
Disney-Pixar Ratatouille (Germany),ULES-00736,,,,
Disney-Pixar Ratatouille (Greece),ULES 00743,,,,
Disney-Pixar Ratatouille (Italy),ULES-00744,,,,
Disney-Pixar Ratatouille (Netherlands),ULES-00735,,,,
Disney-Pixar Ratatouille (Spain),ULES-00737,,,,
Disney-Pixar Ratatouille (Sweden),ULES-00746,,,,
Disney-Pixar Ratatouille (USA),ULUS-10247,,,,
Disney-Pixar Ratatui (Portugal),ULES-00738,,,,
"Disney-Pixar Toy Story 3 (Europe) (En,Es) (v1.01)",ULES-01406,,,,
"Disney-Pixar Toy Story 3 (Europe) (En,Es) (v2.00)",ULES-01406,,,,
"Disney-Pixar Toy Story 3 (Europe) (Fr,De,It,Nl)",ULES-01405,,,,
"Disney-Pixar Toy Story 3 (USA) (En,Fr,Es)",ULUS-10507,,,,
Disney-Pixar Up - Altamente! (Portugal),ULES-01258,,,,
"Disney-Pixar Up (Europe) (En,Fr)",ULES-01253,,,,
"Disney-Pixar Up (Europe) (Fr,Nl)",ULES-01263,,,,
Disney-Pixar Up (Greece),ULES-01259,,,,
Disney-Pixar Up (Italy),ULES-01257#, ULES-01257/E,,,
Disney-Pixar Up (Russia),ULES-01255#,,,,
Disney-Pixar Up (Spain),ULES-01256,,,,
Disney-Pixar Up (USA),ULUS-10430,,,,
Disney-Pixar WALL-E - Der Letzte raeumt die Erde auf (Germany),ULES-01082,,,,
Disney-Pixar WALL-E (Asia),ULAS 42181,,,,
Disney-Pixar WALL-E (Europe),ULES-01072,,,,
"Disney-Pixar WALL-E (Europe) (Es,Pt)",ULES-01075,,,,
"Disney-Pixar WALL-E (Europe) (Fr,Nl)",ULES-01076,,,,
"Disney-Pixar WALL-E (Europe) (No,Da)",ULES-01073,,,,
Disney-Pixar WALL-E (Italy),ULES-01080,,,,
Disney-Pixar WALL-E (Russia),ULES-01081, ULES-01081#,,,
Disney-Pixar WALL-E (Sweden),ULES-01074,,,,
"Disney-Pixar WALL-E (United Arab Emirates) (En,Ar)",ULES-01079,,,,
Disney-Pixar WALL-E (USA),ULUS 10350,,,,
"Dissidia 012 - Duodecim Final Fantasy (Asia) (En,Zh,Ko)",UCAS 40329, UCKS 45166,,,
"Dissidia 012 - Duodecim Final Fantasy (Europe) (En,Fr,De,Es,It)",ULES-01505,,,,
Dissidia 012 - Duodecim Final Fantasy (Japan),ULJM 05814, ULJM 06121,,,
"Dissidia 012 - Duodecim Final Fantasy (USA) (En,Fr,De,Es,It)",ULUS 10566,,,,
Dissidia Final Fantasy - Universal Tuning (Japan),ULJM 05550, ULJM 05761,,,
Dissidia Final Fantasy (Asia),UCAS-40274,,,,
"Dissidia Final Fantasy (Europe) (En,Fr,De,Es,It)",ULES-01270, ULES-01270/E,,,
Dissidia Final Fantasy (Japan),ULJM 05262, ULJM 05405, ULJM 05760,,
Dissidia Final Fantasy (Korea),UCKS 45107,,,,
Dissidia Final Fantasy (Russia),UCES-01229,,,,
Dissidia Final Fantasy (USA),ULUS-10437,,,,
DJ Max Emotional Sense - Fever (USA),ULUS-10403,,,,
DJ Max Portable - Black Square (Japan),ULJM 06034,,,,
"DJ Max Portable - Black Square (Korea) (En,Ja,Ko)",ULKS 46189,,,,
"DJ Max Portable - Clazziquai Edition (Korea) (En,Ja,Ko)",ULKS 46190,,,,
"DJ Max Portable - Hot Tunes (Korea) (En,Ja,Ko)",ULKS 46240,,,,
DJ Max Portable (Korea),ULKS 46050,,,,
"DJ Max Portable 2 (Korea) (En,Ja,Ko)",ULKS 46116,,,,
DJ Max Portable 3 (Japan),ULJM 05836,,,,
"DJ Max Portable 3 (Korea) (En,Ko)",ULKS 46236,,,,
DJ Max Portable 3 (USA),ULUS-10538,,,,
Doko Demo Issho - Let's Gakkou! (Japan),UCJS 10039, UCJS 10039/1.01, UCJS 18012,,
Doko Demo Issho (Japan),UCJS 10002, UCJS 18002,,,
Don 2 - The Game (India),UCES-01585,,,,
"Donkey Xote (Europe) (En,Fr,De,Es,It)",ULES-00836,,,,
Dora-Slot - Kyojin no Hoshi II (Japan) (v1.01),ULJM 05027,,,,
Dora-Slot - Kyojin no Hoshi II (Japan) (v2.02),ULJM-05027,,,,
Dora-Slot - Oki Slot Ou! Pioneer 12 (Japan),ULJM-05069,,,,
Dora-Slot - Shuyaku wa Zenigata (Japan),ULJM 05014,,,,
Dot Hack Link (Japan),ULJS 00266, ULJS 00279, ULJS 19058,,
Downstream Panic! (USA),ULUS-10322,,,,
Dragon Ball Tag VS (Japan),ULJS 00311, ULJS 19067,,,
Dragon Ball Z - Jinmudohoe (Korea),ULKS 46085,,,,
Dragon Ball Z - Shin Budokai - Another Road (USA),ULUS-10234,,,,
"Dragon Ball Z - Shin Budokai (Europe) (En,Fr,De,Es,It)",ULES-00309,,,,
Dragon Ball Z - Shin Budokai (Japan),ULJS 00049,,,,
Dragon Ball Z - Shin Budokai (USA),ULUS-10081,,,,
"Dragon Ball Z - Shin Budokai 2 (Europe) (En,Fr,De,Es,It)",ULES-00789,,,,
Dragon Ball Z - Shin Budokai 2 (Japan),ULJS 00107,,,,
"Dragon Ball Z - Tenkaichi Tag Team (Europe) (En,Fr,De,Es,It)",ULES-01456,,,,
"Dragon Ball Z - Tenkaichi Tag Team (USA) (En,Fr,Es)",ULUS-10537,,,,
Dragon Dance (Japan),ULJM 05407,,,,
Dragon Quest & Final Fantasy in Itadaki Street Portable (Japan),ULJM 05127, ULJM-05321,,,
Dragonball - Evolution (Asia),UCAS-40256,,,,
"Dragonball - Evolution (Europe) (En,Fr,De,Es,It)",ULES-01227,,,,
Dragonball - Evolution (Japan),ULJS 00184,,,,
Dragonball - Evolution (USA),ULUS 10415,,,,
"Dragoneer's Aria - Ryuu ga Nemuru Made (Japan, Asia)",UCAS-40162, ULJS 00112,,,
Dragoneer's Aria (Asia),UCAS 40224,,,,
Dragoneer's Aria (Europe),ULES-01004,,,,
Dragoneer's Aria (USA),ULUS-10291,,,,
Dream C Club Portable (Japan),ULJS 00333,,,,
DreamWorks Megamind - The Blue Defender (Asia),ULAS 42258,,,,
"DreamWorks Megamind - The Blue Defender (Europe) (En,Fr,De,Es,It,Nl)",ULES-01415,,,,
DreamWorks Megamind - The Blue Defender (Russia),ULES-01465,,,,
"DreamWorks Megamind - The Blue Defender (USA) (En,Fr)",ULUS 10520,,,,
DreamWorks Over the Hedge - Hammy Goes Nuts! (Europe),ULES-00663,,,,
"DreamWorks Over the Hedge - Hammy Goes Nuts! (Europe) (En,Fr,De,It,Nl)",ULES-00665,,,,
DreamWorks Over the Hedge - Hammy Goes Nuts! (USA),ULUS 10187,,,,
"DreamWorks Shrek - Smash n' Crash Racing (Europe) (En,Fr,De,Es,It)",ULES-00618,,,,
DreamWorks Shrek - Smash n' Crash Racing (USA),ULUS-10194,,,,
DreamWorks Shrek the Third (Europe),ULES-00812,,,,
"DreamWorks Shrek the Third (Europe) (En,Fr,De,Es,It,Nl)",ULES-00813,,,,
DreamWorks Shrek the Third (USA),ULUS 10248,,,,
DreamWorks Vecinos Invasores - Hammy Enloquece (Spain),ULES-00664,,,,
Driver 76 (Europe),ULES-00740, ULES-00740/P,,,
Driver 76 (USA),ULUS-10235,,,,
DT Carnage (USA),ULUS-10406,,,,
"DTM Race Driver 2 (Europe) (En,Fr,De,Es,It)",ULES-00041,,,,
"DTM Race Driver 3 - Challenge (Europe) (En,Fr,De,Es,It)",ULES-00615,,,,
Dunamis 15 (Japan),ULJM 06119,,,,
Dungeon Explorer - Meiyaku no Tobira (Japan),ULJM 05164,,,,
Dungeon Explorer - Warriors of Ancient Arts (USA),ULUS-10289,,,,
"Dungeon Explorer (Europe) (En,Fr,De,Es,It)",ULES-00847,,,,
Dungeon Maker - Hunting Ground (USA),ULUS-10282,,,,
Dungeon Maker - Hunting Ground (USA) (Beta) (2007-05-09),ULUS-10282,,,,
Dungeon Maker II - The Hidden War (USA),ULUS-10393,,,,
"Dungeon Siege - Throne of Agony (Europe) (En,Fr,De,Es,It)",ULES-00569,,,,
Dungeon Siege - Throne of Agony (USA),ULUS 10177,,,,
Dungeon Travelers 2 - Ouritsu Toshokan to Mamono no Fuuin (Japan),ULJM 06242,,,,
"Dungeons & Dragons - Tactics (Europe) (En,Fr,De,Es,It)",ULES-00721,,,,
Dungeons & Dragons - Tactics (USA),ULUS-10232,,,,
Durarara!! 3way Standoff - Alley (Japan),ULJS 00399, ULJS 00400,,,
Durarara!! 3way Standoff (Japan),ULJS 00317, ULJS 00318,,,
"Dynasty Warriors - Strikeforce (Europe) (En,Fr,De)",ULES-01221,,,,
Dynasty Warriors - Strikeforce (USA),ULUS-10416,,,,
Dynasty Warriors (Europe),ULES-00026,,,,
Dynasty Warriors (France),ULES-00118,,,,
Dynasty Warriors (Germany),ULES-00119,,,,
Dynasty Warriors (USA),ULUS-10004,,,,
Dynasty Warriors Vol. 2 (Europe),ULES-00604,,,,
Dynasty Warriors Vol. 2 (France),ULES-00605,,,,
Dynasty Warriors Vol. 2 (Germany),ULES-00606,,,,
Dynasty Warriors Vol. 2 (USA),ULUS 10170,,,,
"EA Replay (Europe) (En,De,Es,It,Nl)",ULES-00592,,,,
EA Replay (USA),ULUS-10140,,,,
"Echochrome - Muhan Hoerang (Korea) (En,Zh,Ko)",UCKS 45082,,,,
"Echochrome (Europe) (En,Fr,De,Es,It,Nl,Pt,Ru) (Beta) (2008-05-13)",UCED-01060/9991250, UCED-01060/9991656,,,
"Echochrome (Europe) (En,Fr,De,Es,It,Nl,Pt,Ru) (Demo)",UCED-01060/9992851,,,,
"Echochrome (Europe, Australia) (En,Fr,De,Es,It,Nl,Pt,Ru)",UCES-01011, UCES-01011/ANZ,,,
"Echoshift (Europe) (En,Fr,De,Es,It,Nl,Pt,Ru) (v1.00)",UCES-01313,,,,
"Echoshift (Europe) (En,Fr,De,Es,It,Nl,Pt,Ru) (v2.00)",UCES-01313#,,,,
Echoshift (Korea),UCKS 45142,,,,
Eikoku Tantei Mysteria (Japan),ULJS 00562, ULJS 00563,,,
Eiyuu Densetsu - Ao no Kiseki (Japan),ULJM 05899,,,,
Eiyuu Densetsu - Sora no Kiseki FC (Japan),ULJM 05170, ULJM 08033,,,
Eiyuu Densetsu - Sora no Kiseki SC (Japan) (Disc 1),ULJM 05277, ULJM 08034,,,
Eiyuu Densetsu - Sora no Kiseki SC (Japan) (Disc 2),ULJM 05278, ULJM 08035,,,
Eiyuu Densetsu - Sora no Kiseki the 3rd (Japan),ULJM 08036,,,,
Eiyuu Densetsu - Zero no Kiseki (Japan),ULJM 05733,,,,
Eiyuu Densetsu Gagharv Trilogy - Akai Shizuku (Japan),ULJS 19027,,,,
Eiyuu Densetsu Gagharv Trilogy - Shiroki Majo (Japan),ULJS 00004,,,,
Eiyuu Densetsu Gagharv Trilogy - Umi no Oriuta (Japan),ULJS 19028,,,,
Elkrone no Atelier - Dear for Otomate (Japan),ULJM 06046,,,,
Elminage Ibun - Ame no Mihashira (Japan),ULJM 06141,,,,
Elminage II - Sousei no Megami to Unmei no Daichi (Japan),ULJM 05488,,,,
Elminage III - Ankoku no Shito to Taiyou no Kyuuden (Japan),ULJM 05883,,,,
Elminage Original - Yami no Miko to Kamigami no Yubiwa (Japan),ULJM 05864,,,,
Elminage Original (Europe),ULES-01599,,,,
Enkaku Sousa - Shinjitsu e no 23-nichi-kan (Japan),UCJS 10088,,,,
Enkeltbillet (Japan),ULJM-06374,,,,
"Entraineur 2006, L' - Championship Manager (France)",ULES-00331,,,,
"Eragon (Europe) (En,Fr,De,Es,It)",ULES-00474,,,,
E'ragon (Russia),ULES-00475,,,,
Eragon (USA),ULUS 10146,,,,
Evangelion - Jo (Japan),ULJS 00201,,,,
"Evangelion Shin Gekijou-ban - 3nd Impact (Japan, Asia)",ULAS 42293, ULJS 00407, ULJS 00408,,
Ever 17 - The Out of Infinity - Premium Edition (Japan),ULJM 05723,,,,
"Every Extend Extra (Europe) (En,Fr,De,Es,It)",ULES-00468,,,,
Every Extend Extra (Japan),ULJS 00054,,,,
Every Extend Extra (USA),ULUS-10147,,,,
"Everybody's Golf (Europe) (En,Fr,De,Es,It)",UCES-00012, UCES-00012/P,,,
Everybody's Golf (Korea),UCKS 45004, UCKS 45049,,,
"Everybody's Golf 2 (Europe, Canada) (En,Fr,De,Es,It)",UCES-00767, UCES-00767/9986553, UCES-00767/ANZ, UCES-00767/E, UCUS-94340
"Everybody's Stress Buster (Asia) (En,Zh,Ko)",UCAS 40290, UCKS 45145,,,
"Everybody's Sukkiri (Japan, Asia)",UCAS-40278, UCJS 10094,,,
"Everybody's Tennis (Europe) (En,Fr,De,Es,It)",UCES-01420,,,,
"Exit (Europe) (En,Fr,De,Es,It)",ULES-00285,,,,
Exit (Japan),ULJM 05062, ULJM 05271,,,
Exit (Korea),ULKS 46054,,,,
Exit (USA),ULUS-10074,,,,
"Exit 2 (Europe) (En,Fr,De,Es,It)",ULES-00620,,,,
"Eye of Judgment, The - Legends (Europe) (En,Fr,De,Es,It)",UCES-01334,,,,
