Redump_Name,Game_Title,Product_Number (GameID),Version,Build_Date,CD_Number,Region,Compatible_Peripherals,Hardware_Identifier,Marker_ID
Blam! Machinehead (Japan),BLAM            MACHINEHEAD,T-7015G,V1.000,19970117,CD-1/1,J,J,SEGA SEGASATURN,SEGA TP T-70
"Blast Chamber (Europe) (En,Fr,De,Es,It)",BLAST CHAMBER!,T-13003H50,V1.000,19961217,CD-1/1,E,JAT,SEGA SEGASATURN,SEGA TP T-130
Blast Chamber (USA),BLAST CHAMBER!,T-13003H,V1.000,19961126,CD-1/1,U,JAT,SEGA SEGASATURN,SEGA TP T-130
Blast Wind (Japan),BLAST WIND,T-1810G,V1.003,19961210,CD-1/1,J,J,SEGA SEGASATURN,SEGA TP    T-18
Blazing Dragons (Europe),BLAZING DRAGONS,T-15913H50,V1.000,19960802,CD-1/1,E,J,SEGA SEGASATURN,SEGA TP T-159
Blazing Dragons (France),BLAZING DRAGONS,T-15913H09,V1.000,19960724,CD-1/1,E,J,SEGA SEGASATURN,SEGA TP T-159
Blazing Dragons (Germany),BLAZING DRAGONS,T-15913H18,V1.000,19960719,CD-1/1,E,J,SEGA SEGASATURN,SEGA TP T-159
Blazing Dragons (USA),BLAZING DRAGONS,T-15907H,V1.000,19960719,CD-1/1,U,J,SEGA SEGASATURN,SEGA TP T-159
Blazing Heroes (USA),BLAZING HEROES,MK-81303,V1.000,19960712,CD-1/1,U,J,SEGA SEGASATURN,SEGA ENTERPRISES
Blood Factory (Japan),BLOOD FACTORY   LOADED,T-12504G,V1.001,19961014,CD-1/1,J,J,SEGA SEGASATURN,SEGA TP T-125
Blue Breaker - Ken yori mo Hohoemi o (Japan),BLUE BREAKER,T-4315G,V1.004,19971025,CD-1/1,J,J,SEGA SEGASATURN,SEGA TP T-43
Blue Breaker - Ken yori mo Hohoemi o (Japan) (Demo),BLUE BREAKER,6106719,V0.008,19961228,CD-1/1,J,J,SEGA SEGASATURN,SEGA TP T-43
Blue Seed - Kushinada Hirokuden (Japan),BLUE SEED,GS-9014,V1.007,19950428,CD-1/1,J,J,SEGA SEGASATURN,SEGA ENTERPRISES
Bomberman Wars (Japan),BOMBERMAN WARS,T-14320G,V1.000,19971217,CD-1/1,J,J,SEGA SEGASATURN,SEGA TP T-143
"Bootleg Sampler (Europe) (Made in EU, Made in Japan)",BOOTLEG SAMPLER,MK-81031,V1.000,19951107,CD-1/1,E,J,SEGA SEGASATURN,SEGA ENTERPRISES
Bootleg Sampler (Europe) (Made in USA),BOOTLEG SAMPLER,MK-81031,V1.000,19951107,CD-1/1,E,J,SEGA SEGASATURN,SEGA ENTERPRISES
Bootleg Sampler (USA),BOOTLEG SAMPLER,MK-81031,V1.006,19951026,CD-1/1,UT,J,SEGA SEGASATURN,SEGA ENTERPRISES
Bootleg Sampler (USA) (15S),BOOTLEG SAMPLER,MK-81031,V1.006,19951026,CD-1/1,UT,J,SEGA SEGASATURN,SEGA ENTERPRISES
"Bootleg Sampler (USA) (8S, 9S, 17S)",BOOTLEG SAMPLER,MK-81031,V1.006,19951026,CD-1/1,UT,J,SEGA SEGASATURN,SEGA ENTERPRISES
Bootleg Sampler (USA) (Rev A) (1S),BOOTLEG SAMPLER,MK-81031,V2.009,19951102,CD-1/1,UT,J,SEGA SEGASATURN,SEGA ENTERPRISES
Bootleg Sampler (USA) (Rev A) (2S),BOOTLEG SAMPLER,MK-81031,V2.009,19951102,CD-1/1,UT,J,SEGA SEGASATURN,SEGA ENTERPRISES
Bottom of the 9th (USA),U:Bottom of the 9th/J:Bottom of the 9th - major league heroes -,T-9505H,V1.000,19960830,CD-1/1,U,J,SEGA SEGASATURN,SEGA TP T-95
Bouken Katsugeki Monomono (Japan),MONOMONO,T-21508G,V1.000,19970608,CD-1/1,J,J,SEGA SEGASATURN,SEGA TP T-215
Bouken Katsugeki Monomono (Japan) (Demo),MONOMONO,6106611,V0.101,19970423,CD-1/1,J,J,SEGA SEGASATURN,SEGA TP T-215
Brain Battle Q (Japan),BRAIN BATTLE Q,T-25701G,V1.002,19960130,CD-1/1,JT,J,SEGA SEGASATURN,SEGA TP T-257
BrainDead 13 (Japan),BRAINDEAD_13,T-7305G,V1.000,19960823,CD-1/1,J,JT,SEGA SEGASATURN,SEGA TP T-73
BrainDead 13 (USA),BRAINDEAD_13,T-12103H,V1.000,19960819,CD-1/1,U,JT,SEGA SEGASATURN,SEGA TP T-121
"Break Point (Europe) (En,Fr)",BREAK POINT,T-16408H,V1.001,19961028,CD-1/1,E,JT,SEGA SEGASATURN,SEGA TP T-164
Break Point (Japan),BREAK POINT,T-9107G,V1.001,19970424,CD-1/1,J,JT,SEGA SEGASATURN,SEGA TP T-91
Break Point Tennis (USA),BREAK POINT TENNIS,T-8145H,V1.000,19961017,CD-1/1,U,JT,SEGA SEGASATURN,SEGA TP T-81
BreakThru! (Japan),BREAK THROU,T-21501G,V1.000,19950801,CD-1/1,J,JM,SEGA SEGASATURN,SEGA TP P-215
Bubble Bobble also featuring Rainbow Islands (Europe),BUBBLE BOBBLE,T-8131H-50,V1.000,19960812,CD-1/1,E,J,SEGA SEGASATURN,SEGA TP T-81
Bubble Bobble also featuring Rainbow Islands (USA),BUBBLE BOBBLE,T-8131H,V1.000,19960812,CD-1/1,U,J,SEGA SEGASATURN,SEGA TP T-81
Bubble Symphony (Japan),BUBBLE SYMPHONY,T-19905G,V1.001,19971007,CD-1/1,J,J,SEGA SEGASATURN,SEGA TP T-199
Bug Too! (Europe),BUG TOO!,MK-81040,V1.000,19970217,CD-1/1,E,J,SEGA SEGASATURN,SEGA ENTERPRISES
Bug Too! (USA),BUG TOO!,MK-81040,V1.000,19961119,CD-1/1,U,J,SEGA SEGASATURN,SEGA ENTERPRISES
"Bug Too! Motto Motto Jump Shite, Funzukechatte, Petchanko (Japan)",BUG TOO!,GS-9128,V1.000,19961220,CD-1/1,JT,J,SEGA SEGASATURN,SEGA ENTERPRISES
Bug! (Europe),BUG,MK-81004,V1.019,19950627,CD-1/1,E,J,SEGA SEGASATURN,SEGA ENTERPRISES
Bug! (USA),BUG,GM-81004,V1.017,19950622,CD-1/1,U,J,SEGA SEGASATURN,SEGA ENTERPRISES
Bug! (USA) (Demo) (1S),BUG DEMO,MK-81030,V1.002,19950920,CD-1/1,UT,J,SEGA SEGASATURN,SEGA ENTERPRISES
Bug! (USA) (Demo) (3S),BUG DEMO,MK-81030,V1.002,19950920,CD-1/1,UT,J,SEGA SEGASATURN,SEGA ENTERPRISES
Bug! (USA) (R),BUG,MK-81004,V1.017,19950622,CD-1/1,U,J,SEGA SEGASATURN,SEGA ENTERPRISES
"Bug! Jump Shite, Funzukechatte, Petchanko (Japan)",BUG,GS-9063,V1.017,19951006,CD-1/1,JT,J,SEGA SEGASATURN,SEGA ENTERPRISES
Bulk Slash (Japan),BULK SLASH,T-14310G,V1.001,19970424,CD-1/1,J,J,SEGA SEGASATURN,SEGA TP T-143
Burning Rangers (Europe),BURNING RANGERS,MK-81803,V1.001,19980506,CD-1/1,E,JE,SEGA SEGASATURN,SEGA ENTERPRISES
Burning Rangers (Japan),BURNING RANGERS,GS-9174,V1.003,19980127,CD-1/1,JT,JE,SEGA SEGASATURN,SEGA ENTERPRISES
Burning Rangers (Japan) (Beta) (1997-12-01),BURNING RANGERS,GS-XXXX,V0.010,19970801,CD-1/1,JTU,J,SEGA SEGASATURN,SEGA ENTERPRISES
Burning Rangers (Japan) (Demo),BURNING RANGERS  TRIAL VERSION,6106856,V1.003,19980105,CD-1/1,J,JE,SEGA SEGASATURN,SEGA ENTERPRISES
Burning Rangers (USA),BURNING RANGERS,MK-81803,V1.001,19980506,CD-1/1,U,JE,SEGA SEGASATURN,SEGA ENTERPRISES
Bust-A-Move 2 - Arcade Edition (Europe),BUST A MOVE 2,T-8132H-50,V1.000,19960726,CD-1/1,E,J,SEGA SEGASATURN,SEGA TP T-81
Bust-A-Move 2 - Arcade Edition (USA),BUST-A-MOVE2,T-8132H,V1.000,19960719,CD-1/1,U,J,SEGA SEGASATURN,SEGA TP T-81
Bust-A-Move 3 (Europe),BUST_A_MOVE_3,T-8155H-50,V1.000,19970924,CD-1/1,E,J,SEGA SEGASATURN,SEGA TP T-81
Bust-A-Move 3 (USA),BUST-A-MOVE 3,T-31103H,V1.001,19970930,CD-1/1,U,J,SEGA SEGASATURN,SEGA TP T-11
Can Can Bunny Extra (Japan),CANCANBUNNYEXTRA,T-19706G,V1.000,19970801,CD-1/1,J,JME,SEGA SEGASATURN,SEGA TP T-197
Can Can Bunny Premiere (Japan) (1M),CAN CAN BUNNY PREMIERE,T-19701G,V1.002,19960225,CD-1/1,J,JM,SEGA SEGASATURN,SEGA TP T-197
Can Can Bunny Premiere 2 (Japan) (Disc 1),CAN CAN BUNNY PREMIERE 2,T-19703G,V1.002,19961107,CD-1/2,J,JME,SEGA SEGASATURN,SEGA TP T-197
Can Can Bunny Premiere 2 (Japan) (Disc 1) (Rev A),CAN CAN BUNNY PREMIERE 2,T-19703G,V1.004,19961115,CD-1/2,J,JME,SEGA SEGASATURN,SEGA TP T-197
Can Can Bunny Premiere 2 (Japan) (Disc 2) (Can Bani Himekuri Calendar),CAN CAN BUNNY PREMIERE 2,T-19703G,V1.002,19961107,CD-2/2,J,JME,SEGA SEGASATURN,SEGA TP T-197
Can Can Bunny Premiere 2 (Japan) (Disc 2) (Can Bani Himekuri Calendar) (Hibaihin),CAN CAN BUNNY PREMIERE 2,T-19702G,V1.000,19961013,CD-2/2,J,JM,SEGA SEGASATURN,SEGA TP T-197
Capcom Generation - Dai-1-shuu Gekitsuiou no Jidai (Japan),CAPCOM GENERATION VOL.1,T-1232G,V1.002,19980627,CD-1/1,J,J,SEGA SEGASATURN,SEGA TP T-12
Capcom Generation - Dai-2-shuu Makai to Kishi (Japan),CAPCOM GENERATION VOL.2,T-1233G,V1.003,19980824,CD-1/1,J,J,SEGA SEGASATURN,SEGA TP T-12
Capcom Generation - Dai-3-shuu Koko ni Rekishi Hajimaru (Japan),CAPCOM GENERATION VOL.3,T-1234G,V1.001,19980901,CD-1/1,J,J,SEGA SEGASATURN,SEGA TP T-12
Capcom Generation - Dai-4-shuu Kokou no Eiyuu (Japan),CAPCOM GENERATION VOL.4,T-1235G,V1.000,19980916,CD-1/1,J,JT,SEGA SEGASATURN,SEGA TP T-12
Capcom Generation - Dai-5-shuu Kakutouka-tachi (Japan),CAPCOM GENERATION VOL.5,T-1236G,V1.000,19981007,CD-1/1,J,J,SEGA SEGASATURN,SEGA TP T-12
"Casper (Europe) (En,Fr,De)",CASPER,12512H-50,V1.003,19960610,CD-1/1,E,JA,SEGA SEGASATURN,SEGA TP T-125
Casper (Japan),CASPER,T-12503G,V1.001,19970313,CD-1/1,J,J,SEGA SEGASATURN,SEGA TP T-125
Casper (USA),CASPER,12512H,V1.003,19960610,CD-1/1,U,JA,SEGA SEGASATURN,SEGA TP T-125
Cat the Ripper - 13Ninme no Tanteishi (Japan),CAT THE RIPPER,T-35701G,V1.000,19970520,CD-1/1,J,JM,SEGA SEGASATURN,SEGA TP T-357
CD-G Test Disc (Japan) (v1.0),,,,,,,,,
CD-G Test Disc (Japan) (v2.0),,,,,,,,,
Center Ring Boxing (USA),THE KING OF BOXING/CENTER RING BOXING,T-6005H,V1.02U,19950929,CD-1/1,U,J,SEGA SEGASATURN,SEGA TP T-60
"Chaos Control (Europe) (En,Fr,De)",CHAOS CONTROL,T-15102H,V1.100,19960507,CD-1/1,E,JMG,SEGA SEGASATURN,SEGA TP T-151
"Chaos Control (Europe) (En,Fr,De) (Beta) (1996-05-29)",CHAOS CONTROL,T-15102H,V1.200,19960529,CD-1/1,E,JMG,SEGA SEGASATURN,SEGA TP T-151
Chaos Control (Japan),CHAOS CONTROL,T-7002G,V1.000,19951101,CD-1/1,JT,JM,SEGA SEGASATURN,SEGA TP T-70
Chaos Control Remix (Japan),CHAOS CONTROL,T-7006G,V1.000,19960726,CD-1/1,J,JMG,SEGA SEGASATURN,SEGA TP T-700
Chibi Maruko-chan no Taisen Puzzle-dama (Japan),MARUKO PUZZLEDAM,T-9507G,V1.200,19951114,CD-1/1,JT,J,SEGA SEGASATURN,SEGA TP T-95
Chisato Moritaka - Watarase Bashi & Lala Sunshine (Japan) (Disc 1),WATARASE BASHI/ LALA SUNSHINE,GS-9172,V1.000,19970801,CD-1/2,J,JP,SEGA SEGASATURN,SEGA ENTERPRISES
Chisato Moritaka - Watarase Bashi & Lala Sunshine (Japan) (Disc 2),WATARASE BASHI/ LALA SUNSHINE,GS-9172,V1.000,19970801,CD-2/2,J,JP,SEGA SEGASATURN,SEGA ENTERPRISES
Choro Q Park (Japan),CHOROQ PARK     FOR JAPAN,T-10314G,V1.004,19980212,CD-1/1,J,JSE,SEGA SEGASATURN,SEGA TP T-103
Chou Aniki - Kyuukyoku... Otoko no Gyakushuu (Japan),CHO ANIKI,T-2503G,V1.00C,19960305,CD-1/1,J,J,SEGA SEGASATURN,SEGA TP T-25
Chou Jikuu Yousai Macross - Ai Oboete Imasu ka (Japan) (Disc 1),MACROSS,T-23403G,V1.000,19970428,CD-1/2,J,J,SEGA SEGASATURN,SEGA TP T-234
Chou Jikuu Yousai Macross - Ai Oboete Imasu ka (Japan) (Disc 2),MACROSS,T-23403G,V1.000,19970428,CD-2/2,J,J,SEGA SEGASATURN,SEGA TP T-234
Christmas Nights into Dreams... (Europe),Christmas NiGHTS,610-6483,V1.000,19961029,CD-1/1,E,EJ,SEGA SEGASATURN,SEGA ENTERPRISES
Christmas Nights into Dreams... (Japan) (Rev A),CHRISTMAS NiGHTS,610-6431,V1.004,19961029,CD-1/1,JT,EJ,SEGA SEGASATURN,SEGA ENTERPRISES
Christmas Nights into Dreams... (USA),Christmas NiGHTS,MK-81067,V1.001,19961024,CD-1/1,UJT,EJ,SEGA SEGASATURN,SEGA ENTERPRISES
Cleaning Kit for Sega Saturn (USA),SEGASATURN CD CLEANING KIT,T-25901H,V1.000,19951025,CD-1/1,JU,J,SEGA SEGASATURN,SEGA TP T-22
Cleopatra Fortune (Japan),CLEOPATRA_F,T-1108G,V1.002,19961220,CD-1/1,JT,J,SEGA SEGASATURN,SEGA TP T-11
ClockWerx (Japan),Clock Werx,T-22302G,V3.000,19960711,CD-1/1,J,J,SEGA SEGASATURN,SEGA TP T-223
Clockwork Knight - Pepperouchau no Daibouken Gekan (Japan) (2M),CLOCKWORK KNIGHT Pepperouchau's Adventure volume 2                                                         06:51,GS-9029,V1.001,19950705,CD-1/1,JT,J,SEGA SEGASATURN,SEGA ENTERPRISES
Clockwork Knight - Pepperouchau no Daibouken Joukan (Japan),CLOCKWORK KNIGHT Pepperouchau's Adventure volume 1,GS-9004,V1.000,19941115,CD-1/1,JT,J,SEGA SEGASATURN,SEGA ENTERPRISES
Clockwork Knight - Pepperouchau no Fukubukuro (Japan),CLOCKWORK KNIGHT Pepperouchau's FUKUBUKURO,GS-9074,V1.000,19951020,CD-1/1,JT,J,SEGA SEGASATURN,SEGA ENTERPRISES
Clockwork Knight - Pepperouchau's Adventure (Europe),CLOCKWORK KNIGHT Pepperouchau's Adventure volume 1 / PAL version                                           15:06,MK-81007,V1.000,19950405,CD-1/1,E,J,SEGA SEGASATURN,SEGA ENTERPRISES
Clockwork Knight - Pepperouchau's Adventure (USA) (3S),CLOCKWORK KNIGHT Pepperouchau's Adventure volume 1 / USA version                                           11:31,MK-81007,V1.002,19950328,CD-1/1,UT,J,SEGA SEGASATURN,SEGA ENTERPRISES
Clockwork Knight - Pepperouchau's Adventure (USA) (7S),CLOCKWORK KNIGHT Pepperouchau's Adventure volume 1 / USA version                                           11:31,MK-81007,V1.002,19950328,CD-1/1,UT,J,SEGA SEGASATURN,SEGA ENTERPRISES
Clockwork Knight - Pepperouchau's Adventure (USA) (Beta) (1995-03-28),CLOCKWORK KNIGHT Pepperouchau's Adventure volume 1 / USA version                                           11:31,MK-81007,V1.002,19950328,CD-1/1,UT,J,SEGA SEGASATURN,SEGA ENTERPRISES
Clockwork Knight 2 - Pepperouchau's Adventure (Europe) (2S),CLOCKWORK KNIGHT Pepperouchau's Adventure 2                                                                10:00,MK-81021,V1.001,19950908,CD-1/1,E,J,SEGA SEGASATURN,SEGA ENTERPRISES
Clockwork Knight 2 - Pepperouchau's Adventure (Europe) (3S),CLOCKWORK KNIGHT Pepperouchau's Adventure 2                                                                10:00,MK-81021,V1.001,19950908,CD-1/1,E,J,SEGA SEGASATURN,SEGA ENTERPRISES
Clockwork Knight 2 - Pepperouchau's Adventure (USA) (Beta) (1995-08-30),CLOCKWORK KNIGHT Pepperouchau's Adventure 2                                                                14:15,MK-81021,V1.002,19950830,CD-1/1,UT,J,SEGA SEGASATURN,SEGA ENTERPRISES
"Clockwork Knight 2 - Pepperouchau's Adventure (USA, Brazil)",CLOCKWORK KNIGHT Pepperouchau's Adventure 2,MK-81036,V1.000,19951227,CD-1/1,JTU,J,SEGA SEGASATURN,SEGA ENTERPRISES
Code R (Japan),codeR,T-23502G,V1.001,19980519,CD-1/1,J,JES,SEGA SEGASATURN,SEGA TP T-235
Code R (Japan) (Demo),codeR,6106831,V0.800,19980424,CD-1/1,J,JES,SEGA SEGASATURN,SEGA TP T-235
College Slam (USA),COLLEGE SLAM,T-8111H,V1.000,19960127,CD-1/1,U,J,SEGA SEGASATURN,SEGA TP T-81
"Command & Conquer (Europe) (En,Fr,De) (Disc 1) (GDI)",COMMAND AND CONQUER,T-7028H-50,V1.000,19961028,CD-1/2,E,J,SEGA SEGASATURN,SEGA TP T-70
"Command & Conquer (Europe) (En,Fr,De) (Disc 2) (NOD)",COMMAND AND CONQUER,T-7028H-50,V1.000,19961028,CD-2/2,E,J,SEGA SEGASATURN,SEGA TP T-70
Command & Conquer (France) (Disc 1) (GDI),COMMAND AND CONQUER,T-7028H-09,V1.000,19961028,CD-1/2,E,J,SEGA SEGASATURN,SEGA TP T-70
Command & Conquer (France) (Disc 2) (NOD),COMMAND AND CONQUER,T-7028H-09,V1.000,19961028,CD-2/2,E,J,SEGA SEGASATURN,SEGA TP T-70
Command & Conquer (Japan) (Disc 1) (GDI Disc),COMMAND AND CONQUER,GS-9131,V1.005,19970106,CD-1/2,J,J,SEGA SEGASATURN,SEGA ENTERPRISES
Command & Conquer (Japan) (Disc 2) (NOD Disc),COMMAND AND CONQUER,GS-9131,V1.005,19970106,CD-2/2,J,J,SEGA SEGASATURN,SEGA ENTERPRISES
Command & Conquer (USA) (Disc 1) (GDI Disc),COMMAND AND CONQUER,T-7028H,V1.000,19961028,CD-1/2,U,J,SEGA SEGASATURN,SEGA TP T-70
Command & Conquer (USA) (Disc 2) (NOD Disc),COMMAND AND CONQUER,T-7028H,V1.000,19961028,CD-2/2,U,J,SEGA SEGASATURN,SEGA TP T-70
Command & Conquer - Teil 1 - Der Tiberiumkonflikt (Germany) (Disc 1) (GDI),COMMAND AND CONQUER,T-7028H-18,V1.000,19961028,CD-1/2,E,J,SEGA SEGASATURN,SEGA TP T-70
Command & Conquer - Teil 1 - Der Tiberiumkonflikt (Germany) (Disc 2) (NOD),COMMAND AND CONQUER,T-7028H-18,V1.000,19961028,CD-2/2,E,J,SEGA SEGASATURN,SEGA TP T-70
Congo - The Movie - The Lost City of Zinj (USA),CONGO,MK-81010,V1.014,19960307,CD-1\1,UT,J,SEGA SEGASATURN,SEGA ENTERPRISES
Contra - Legacy of War (USA),CONTRA: LEGACY OF WAR,T-9507H,V1.000,2201997,CD 1/1,U,JET,SEGA SEGASATURN,SEGA TP T-95
"Conveni 2, The - Zenkoku Chain Tenkai da! (Japan)",CONVI STORE2,T-4317G,V1.002,19980210,CD-1/1,J,J,SEGA SEGASATURN,SEGA TP T-43
"Conveni, The - Ano Machi o Dokusen seyo (Japan)",CONVI_STORE,T-4310G,V1.001,19970214,CD-1/1,J,J,SEGA SEGASATURN,SEGA TP T-43
Core Demo Disc (Europe),CORE DEMO VOL. 2,610-6576,V1.000,19970314,CD-1/1,E,J,SEGA SEGASATURN,SEGA TP T-115
Corpse Killer - Graveyard Edition (USA) (Disc 1) (R),Corpse Killer SATURN,T-16201H,V1.000,19950828,CD-1/2,U,J,SEGA SEGASATURN,SEGA TP T-162
Corpse Killer - Graveyard Edition (USA) (Disc 2),Corpse Killer SATURN,T-16201H,V1.000,19950828,CD-2/2,U,J,SEGA SEGASATURN,SEGA TP T-162
"Courier Crisis - The Saga of the Modern Fatalist (Europe) (En,Fr,De,It)",COURIER CRISIS,MK8109950,V1.001,19980327,CD-1/1,E,J,SEGA SEGASATURN,SEGA ENTERPRISES
Courier Crisis - The Saga of the Modern Fatalist (Japan),COURIER CRISIS,T-18010G,V1.001,19971231,CD-1/1,J,J,SEGA SEGASATURN,SEGA TP T-180
Courier Crisis - The Saga of the Modern Fatalist (USA),COURIER CRISIS,T-25415H,V1.001,19971105,CD-1/1,U,J,SEGA SEGASATURN,SEGA TP T-025
Creature Shock (Japan) (Disc 1),CREATURE SHOCK,T-1303G,V1.007,19951206,CD-1/2,J,J,SEGA SEGASATURN,SEGA TP T-13
Creature Shock (Japan) (Disc 2),CREATURE SHOCK,T-1303G,V1.007,19951206,CD-2/2,J,J,SEGA SEGASATURN,SEGA TP T-13
Creature Shock - Special Edition (USA) (Disc 1),CREATURE SHOCK,T-01304H,V1.000,19960129,CD-1/2,U,J,SEGA SEGASATURN,SEGA TP T-013
Creature Shock - Special Edition (USA) (Disc 2),CREATURE SHOCK,T-01304H,V1.000,19960129,CD-2/2,U,J,SEGA SEGASATURN,SEGA TP T-013
Crimewave (Europe) (Demo),CRIMEWAVE DEMO,610-6455,V1.000,19961028,CD-1/1,E,JST,SEGA SEGASATURN,SEGA TP T-88
"Crimewave (Europe) (En,Fr,De,Es,It)",CRIMEWAVE,T-8807H,V1.000,19961106,CD-1/1,E,JS,SEGA SEGASATURN,SEGA TP T-88
Crimewave (Japan),CRIMEWAVE,T-7018G,V1.003,19970315,CD-1/1,JT,JS,SEGA SEGASATURN,SEGA TP T-70
Crimewave (USA),CRIMEWAVE,T-8807H,V1.300,19970123,CD-1/1,U,JS,SEGA SEGASATURN,SEGA TP T-88
Criticom (USA),CRITICOM,T-2302H,V1.000,19960320,CD-1/1,U,J,SEGA SEGASATURN,SEGA TP T-23
Criticom - The Critical Combat (Japan),CRITICOM,T-2302G,V1.001,19961127,CD-1/1,J,J,SEGA SEGASATURN,SEGA TP T-23
Croc - Legend of the Gobbos (Europe),    CROC         LEGEND OF THE     GOBBOS,T-5029H-50,V1.000,19970917,CD-1/1,E,JAT,SEGA SEGASATURN,SEGA TP T-161
Croc - Legend of the Gobbos (USA),    CROC         LEGEND OF THE     GOBBOS,T-5029H-50,V1.000,19970917,CD-1/1,UJE,JAT,SEGA SEGASATURN,SEGA TP T-161
Croc! Pau-Pau Island (Japan),    CROC         LEGEND OF THE     GOBBOS,T-26410G,V1.002,19980206,CD-1/1,J,JAE,SEGA SEGASATURN,SEGA TP T-264
Cross Romance - Koi to Mahjong to Hanafuda to (Japan),CROSS ROMANCE,T-7103G,V1.002,19970825,CD-1/1,J,J,SEGA SEGASATURN,SEGA TP T-71
Cross Tantei Monogatari (Japan) (Demo 1),KUROSU TANTEI MONOGATARI,6106876,V1.000,19980316,CD-1/1,J,J,SEGA SEGASATURN,SEGA TP T-364
Cross Tantei Monogatari (Japan) (Demo 2),KUROSU TANTEI MONOGATARI,6106877,V1.002,19980419,CD-1/1,J,J,SEGA SEGASATURN,SEGA TP T-364
Cross Tantei Monogatari - Motsureta Nanatsu no Labyrinth (Japan) (Disc 1),KUROSU TANTEI MONOGATARI,T-36401G,V1.000,19980519,CD-1/2,J,J,SEGA SEGASATURN,SEGA TP T-364
Cross Tantei Monogatari - Motsureta Nanatsu no Labyrinth (Japan) (Disc 2),KUROSU TANTEI MONOGATARI,T-36401G,V1.002,19980527,CD-2/2,J,J,SEGA SEGASATURN,SEGA TP T-364
"Crow, The - City of Angels (Europe)",CROW CITY OF ANGELS,T-8124H-50,V1.000,19970221,CD-1/1,E,J,SEGA SEGASATURN,SEGA TP T-81
"Crow, The - City of Angels (Germany)",CROW CITY OF ANGELS,T-8124H-18,V1.000,19970305,CD-1/1,E,J,SEGA SEGASATURN,SEGA TP T-81
"Crow, The - City of Angels (Japan)",CROW CITY OF ANGELS,T-8123G,V1.000,19970220,CD-1/1,J,J,SEGA SEGASATURN,SEGA TP T-81
"Crow, The - City of Angels (USA)",CROW CITY OF ANGELS,T-8124H,V1.000,19970213,CD-1/1,U,J,SEGA SEGASATURN,SEGA TP T-81
Crows - The Battle Action for SegaSaturn (Japan),CROWS THE BATTLE ACTION FOR SEGASATURN,T-16806G,V1.001,19971104,CD-1/1,J,J,SEGA SEGASATURN,SEGA TP T-168
Crusader - No Remorse (Europe),CRUSADER,T-5014H,V1.000,19961203,CD-1/1,E,J,SEGA SEGASATURN,SEGA TP T-50
Crusader - No Remorse (France),CRUSADER,T-5014H,V1.000,19961203,CD-1/1,E,J,SEGA SEGASATURN,SEGA TP T-50
Crusader - No Remorse (Germany),CRUSADER,T-5014H,V1.000,19961203,CD-1/1,E,J,SEGA SEGASATURN,SEGA TP T-50
Crusader - No Remorse (USA),CRUSADER,T-5014H,V1.000,19961203,CD-1/1,U,J,SEGA SEGASATURN,SEGA TP T-50
Crypt Killer (Europe) (R),CRYPT KILLER,T-9509H-50,V1.001,19970131,CD-1/1,E,JAM,SEGA SEGASATURN,SEGA TP T-95
Crypt Killer (USA),CRYPT KILLER,T-9509H,V1.000,19970225,CD-1/1,U,JAMEG,SEGA SEGASATURN,SEGA TP T-95
Cube Battler - Story of Anna (Japan),CUBE BATTLER 2  STORY OF ANNA,T-21006G,V1.001,19970325,CD-1/1,J,J,SEGA SEGASATURN,SEGA TP T-210
Cube Battler - Story of Shou (Japan),CUBE BATTLER 1  STORY OF SHOU,T-21004G,V1.001,19970119,CD-1/1,J,J,SEGA SEGASATURN,SEGA TP T-210
Cubic Gallery - Edy & Disy (Japan),CUBICGALLERY,T-19401G,V1.005,19960411,CD-1/1,J,J,SEGA SEGASATURN,SEGA TP T-194
Culdcept (Japan) (Rev A) (10M),CULDCEPT,T-31401G,V1.004,19971004,CD-1/1,JT,JTF,SEGA SEGASATURN,SEGA TP T-314
Culdcept (Japan) (Rev B) (20M),CULDCEPT,T-31401G,V2.000,19971119,CD-1/1,JT,JTF,SEGA SEGASATURN,SEGA TP T-314
Custom Web Browser (Version 2) (USA),PlanetWeb Internet Browser v. 1.011,T-319-01H,V1.011,19961024,CD-1/1,U,JKME,SEGA SEGASATURN,SEGA TP T-319
Custom Web Browser (Version 3.0) (USA),PlanetWeb Internet Browser v. 1.135,T-319-01H,V3.135,19970716,CD-1/1,UT,JKMED,SEGA SEGASATURN,SEGA TP T-319
Cyber Doll (Japan),CYBER DOLL,T-22401G,V1.400,19960620,CD-1/1,J,J,SEGA SEGASATURN,SEGA TP T-224
Cyber Speedway (Europe) (RE),CYBER SPEEDWAY,MK-81205,V1.000,19950925,CD-1/1,E,JS,SEGA SEGASATURN,SEGA ENTERPRISES
Cyber Speedway (USA),Cyber Speedway,MK-81204,V1.004,19950804,CD-1/1,UT,JS,SEGA SEGASATURN,SEGA ENTERPRISES
Cyberbots - Fullmetal Madness (Japan) (1M),CYBER BOTS,T-1217G,V1.002,19970219,CD-1/1,J,JW,SEGA SEGASATURN,SEGA TP T-12
Cyberbots - Fullmetal Madness (Japan) (2M),CYBER BOTS,T-1217G,V1.002,19970219,CD-1/1,J,JW,SEGA SEGASATURN,SEGA TP T-12
"Cyberia (Europe) (En,Fr,De)",CYBERIA,T-12508H,V1.000,19960327,CD-1/1,E,JMA,SEGA SEGASATURN,SEGA TP T-125
